alpha,MAE_cv0,MAE_cv1,MAE_cv2,MAE_cv3,MAE_cv4,MAE,MAE_std
0.001,0.6153471905305442,0.657763584621281,0.700920969370278,0.7436203452438805,0.7202304203101665,0.6875765020152301,0.05121315513110396
0.0012589254117941675,0.6084274481280727,0.649565746259352,0.6898692609588986,0.7112350736897766,0.7058241387898392,0.6729843335651878,0.04342434337184791
0.001584893192461114,0.602663971222401,0.6409956006284911,0.6770562608536919,0.6842926020851059,0.6893493855892472,0.6588715640757874,0.036690099271203196
0.0019952623149688807,0.5963021707968188,0.6311506292592347,0.6631020734606035,0.6585017110606203,0.6704189854012121,0.6438951139956979,0.03046836825943201
0.002511886431509582,0.5875455259920077,0.6192427979578334,0.6467631658049162,0.6407877693073121,0.6545548228118968,0.6297788163747933,0.027010063707095973
0.0031622776601683824,0.580398133124393,0.603809378723403,0.6332266357023069,0.6266191452140468,0.6380112995775361,0.6164129184683371,0.024027443661464688
0.003981071705534978,0.5712569337256109,0.5875681561414549,0.6193245600107884,0.611073546299374,0.6237059358130472,0.602585826398055,0.02239037488408822
0.00501187233627273,0.5628579037069845,0.5704753537203835,0.6038833991457613,0.5980884974807084,0.6088962010414484,0.5888402710190572,0.020775101227864447
0.006309573444801942,0.5561674713229859,0.5545340926938588,0.5870927111605411,0.5902545794879662,0.5933839328011222,0.5762865574932949,0.019249325904557593
0.00794328234724283,0.5490375026901795,0.5410638214934155,0.5739688521177515,0.5840998190942251,0.5771837864067705,0.5650707563604684,0.018850762441479662
0.010000000000000021,0.5418640656320322,0.5301305881962871,0.56244851941616,0.5789304553689572,0.5632151174411475,0.5553177492109168,0.019275443461872873
0.012589254117941701,0.5432080897701099,0.5210025370682028,0.5515906408015198,0.5716765080207349,0.5497377883461464,0.5474431128013427,0.018212388869958913
0.015848931924611172,0.5422140630200868,0.5130528955168082,0.5439257321561477,0.5628541576506254,0.5383327809399407,0.5400759258567218,0.01782921202466652
0.01995262314968885,0.5421286680361349,0.5041117776575192,0.5348189253220246,0.553629945897653,0.528470960615246,0.5326320555057156,0.018483779438226575
0.025118864315095874,0.5428539921658326,0.49757228925610414,0.5253853165345427,0.5469266217516267,0.5179819713930729,0.5261440382202358,0.019966710867466243
0.03162277660168389,0.5444648684182736,0.49092691824304385,0.5210737564324823,0.5431019405427606,0.5113986026918049,0.522193217265673,0.022519766345750755
0.03981071705534985,0.5454773342370526,0.4856204588567237,0.5213872806169504,0.5398859387979297,0.5061135272671113,0.5196969079551536,0.024600799374496465
0.0501187233627274,0.5454533562821855,0.49017618186898826,0.5252381833619995,0.5415969273589745,0.5021040216034343,0.5209137340951163,0.024224423641284746
0.06309573444801955,0.5411978602984135,0.4975921860475544,0.5315121740221542,0.5436584602866698,0.5056116108408688,0.5239144582991322,0.021060170493891705
0.07943282347242846,0.5352326568981493,0.5027140939433394,0.5396892458718177,0.5476991911405914,0.5126086045515313,0.5275887584810859,0.01905540886123096
0.10000000000000041,0.5325499562483216,0.5099019681003426,0.5428622069198252,0.5567463014424029,0.5247470962253655,0.5333615057872516,0.017764631737536972
0.12589254117941726,0.537052878649978,0.5230580914931557,0.5483934601667984,0.5656807227781587,0.5354824844430007,0.5419335275062183,0.016026375040909323
0.15848931924611206,0.5481320898617652,0.5436141762904392,0.5606507686643001,0.5758246286694851,0.551353542092888,0.5559150411157756,0.012762363329160325
0.1995262314968889,0.5675926074702388,0.560807660361116,0.5751462169959184,0.5921317662813136,0.5704265556667841,0.5732209613550742,0.011778181782550067
0.25118864315095923,0.5910070488039288,0.5864468698096854,0.5937341131437949,0.6133952282126391,0.5935596301517707,0.5956285780243638,0.01035839875982996
0.31622776601683955,0.6196295011648393,0.6201012302726957,0.6206061759140926,0.6408263560671927,0.6217050200827473,0.6245736567003135,0.009118216501216737
0.39810717055349937,0.6555033418471541,0.6608417381124961,0.6541751653045909,0.6765099132741008,0.6571770727866493,0.6608414462649982,0.009108555759672267
0.501187233627275,0.695614152912856,0.7087362653685028,0.7021487112523989,0.7225447126557691,0.6999757741958093,0.7058039232770673,0.010488231212855545
0.6309573444801969,0.7535921690627312,0.7297253992987923,0.7159297868014407,0.7634331041456656,0.7471346976009913,0.7419630313819242,0.01904229805951953
0.7943282347242863,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
1.0000000000000062,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
1.2589254117941753,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
1.5848931924611238,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
1.995262314968893,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
2.5118864315095975,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
3.162277660168402,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
3.981071705535002,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
5.011872336272761,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
6.309573444801981,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
7.943282347242878,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
10.000000000000082,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
12.589254117941765,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
15.848931924611271,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
19.952623149688993,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
25.118864315096026,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
31.622776601684052,0.761752504003809,0.7297253992987923,0.7159297868014407,0.7714375887615416,0.7625181072690491,0.7482726772269266,0.02403806987387269
